Instancia,Metodo,Custo,Tempo (s),Qtd Rotas,Qtd Veiculos,Intensificacao,Diversificacao,Solucao
instance2.vrp,Savings,38426.48092493383,0.02,34,34,,,"[[1, 71, 133, 134, 194], [2, 9, 10, 188, 196], [3, 63, 112, 113, 130, 150, 193], [4, 14, 26, 92, 99, 160, 177], [5, 60, 88, 90, 166, 198], [6, 19, 117, 149, 201], [7, 29, 87, 93], [8, 68, 96, 110, 125, 153, 171], [11, 103, 138, 148], [12, 55, 57, 67, 111, 157, 186], [13, 37, 49, 54, 102, 120, 145, 200], [15, 58, 164, 185], [16, 35, 101, 175, 178], [17, 199], [18, 44, 51, 64, 78, 80, 106, 121, 187], [20, 21, 47, 81, 114, 123, 158], [22, 24, 25, 70, 74, 105, 115, 128, 155, 191], [23, 118, 119, 126, 143, 146], [27, 39, 190], [28, 53, 79, 136, 137, 203], [30, 86, 91, 107, 124, 156, 168], [31, 73, 100, 163], [32, 42, 75, 77, 98, 108, 131, 162, 176], [33, 129, 144, 165, 170, 174], [34, 40, 85, 97, 132, 151, 182, 183, 195], [36, 38, 61, 65, 83, 89, 154], [41, 95, 140, 141, 142], [43, 52, 56, 94, 104, 147, 159, 181, 202], [45, 116, 169, 192], [46, 50, 76, 84, 161, 184], [48, 172, 179, 197], [59, 62, 82, 109, 127, 139, 152], [66, 72, 180], [69, 122, 135, 167, 173, 189]]"
instance2.vrp,Insertion,24977.42330112431,0.2,19,19,,,"[[91, 195, 6, 110, 177, 152, 118, 126, 23, 143, 146, 1], [3, 171, 107, 156, 124, 132, 66, 168, 178, 174, 97], [82, 45, 11, 139, 202, 141, 142, 62, 74, 22, 43, 59], [78, 80, 161, 154, 184, 27, 190, 39, 46, 64], [105, 125, 63, 71, 191, 115, 194, 189, 160, 99, 119], [158, 123, 114, 84, 51, 44, 89, 34, 40, 85, 18], [186, 148, 15, 138, 56, 198, 169, 116, 192, 77, 103], [106, 163, 72, 180, 100, 73, 33, 129, 144, 121, 187], [133, 134, 128, 155, 196, 19, 201, 137, 183, 151, 153], [2, 167, 122, 150, 193, 127, 69, 135, 9, 173], [182, 203, 13, 200, 149, 117, 136, 199, 17, 165, 170], [52, 12, 57, 41, 95, 55, 92, 26, 14, 88, 4, 75], [8, 68, 96, 30, 7, 29, 24, 70, 87, 93, 86], [21, 47, 81, 20, 76, 50, 28, 53, 31, 175, 79], [140, 98, 197, 109, 179, 108, 130, 48, 113, 112, 188, 10], [157, 94, 166, 90, 111, 67, 32, 25, 5, 60, 42], [101, 16, 35, 54, 102, 37, 49, 120, 145, 172, 185], [65, 61, 38, 36, 83, 162, 131, 176, 164, 58], [159, 147, 104, 181]]"
instance2.vrp,RouteFirstClusterSecond,23653.372894643606,0.0,19,19,,,"[[1, 146, 143, 23, 126, 118, 82, 45, 11, 103, 15, 148], [202, 141, 142, 186, 138, 56, 198, 140, 157, 111, 67, 90], [94, 166, 58, 164, 185, 181, 104, 147, 159, 176, 162], [131, 172, 108, 179, 109, 197, 98, 169, 116, 139, 192], [77, 2, 173, 189, 194, 115, 191, 105, 71, 125, 63], [153, 19, 183, 201, 13, 137, 136, 203, 182, 151, 199], [17, 165, 170, 144, 129, 33, 73, 31, 175, 100], [180, 72, 163, 106, 158, 123, 114, 161, 154, 78, 80], [187, 121, 66, 132, 124, 156, 107, 168, 178, 174, 171], [110, 3, 177, 152, 6, 195, 91, 97, 184], [27, 190, 39, 46, 51, 44, 18, 64, 59, 43], [22, 74, 62, 75, 52, 4, 88, 14, 26, 92, 55], [12, 95, 41, 57, 42, 32, 60, 5, 24, 25, 29, 7], [87, 93, 86, 30, 96, 68, 8, 85, 40, 34], [89, 83, 36, 47, 21, 20, 76, 84, 50, 28, 53], [79, 101, 35, 16, 54, 102, 37, 49, 120, 145], [117, 149, 200, 112, 188, 10, 9, 167, 135, 69, 127], [193, 150, 48, 130, 122, 113, 155, 128, 134, 133], [196, 160, 99, 119, 70, 65, 61, 38, 81]]"
instance2.vrp,TabuSearch_Simples,51761.57506085835,1803.93,94,94,False,False,"[[1], [3], [6], [196, 155, 9, 2], [11], [15], [165, 17], [18], [19], [22], [23], [24, 25, 70], [27], [86, 93, 87, 7, 29], [33, 175, 79, 101, 16, 35, 54, 102, 136, 203], [40, 34, 89, 65, 61, 38, 36, 83, 44], [39], [43], [45], [46], [21, 47, 81, 20], [188, 112, 113, 130, 48, 150, 193, 127, 69, 122, 135], [199, 13, 137, 149, 117, 37, 49, 120, 145, 200, 10, 167], [51], [84, 76, 50, 28, 53, 31, 73, 100, 121], [59], [32, 5, 60, 42], [62], [63], [64], [66], [85, 8, 68, 96, 30], [71], [74], [77], [78], [80], [82], [91], [75, 4, 88, 14, 26, 92, 55, 52], [57, 41, 95, 12], [97], [99], [103], [105], [107], [110], [192, 139, 116, 67, 111, 157, 56, 138], [115], [118], [119], [123], [124], [125], [126], [128], [132], [133], [134], [141], [142], [143], [129, 144], [146], [58, 164, 185, 104, 147, 159, 181, 166, 94, 90, 140, 198], [148], [151], [152], [153], [154], [156], [158], [160], [161], [98, 197, 169, 176, 131, 162, 172, 108, 179, 109], [168], [170], [171], [173], [174], [177], [178], [106, 163, 72, 180, 114], [182], [184], [186], [187], [189], [190], [191], [194], [195], [183, 201], [202]]"
instance2.vrp,TabuSearch_Intensificacao,50639.922253579585,1803.68,92,92,True,False,"[[1], [3], [6], [196, 155, 9, 2], [11], [15], [165, 17], [18], [19], [22], [23], [24, 25, 70], [27], [86, 93, 87, 7, 29], [33, 175, 79, 101, 16, 35, 54, 102, 136, 203], [40, 34, 89, 65, 61, 38, 36, 83, 44], [39], [43], [45], [46], [21, 47, 81, 20], [188, 112, 113, 130, 48, 150, 193, 127, 69, 122, 135], [199, 13, 137, 149, 117, 37, 49, 120, 145, 200, 10, 167], [51], [84, 76, 50, 28, 53, 31, 73, 100, 121], [59], [32, 5, 60, 42], [62], [63], [64], [66], [85, 8, 68, 96, 30], [71], [74], [77], [78], [80], [82], [91], [75, 4, 88, 14, 26, 92, 55, 52], [57, 41, 95, 12], [97], [99], [103], [105], [107], [110], [192, 139, 116, 67, 111, 157, 56, 138], [115], [118], [119], [123], [124], [125], [126], [132], [133], [128, 134], [141], [142], [143], [129, 144], [146], [58, 164, 185, 104, 147, 159, 181, 166, 94, 90, 140, 198], [148], [152], [153], [154], [156], [158], [160], [161], [98, 197, 169, 176, 131, 162, 172, 108, 179, 109], [168], [170], [171], [173], [174], [177], [178], [106, 163, 72, 180, 114], [151, 182], [184], [186], [187], [189], [190], [191], [194], [195], [183, 201], [202]]"
instance2.vrp,TabuSearch_Diversificacao,51200.13523277828,1804.18,93,93,False,True,"[[1], [3], [6], [196, 155, 9, 2], [11], [15], [165, 17], [18], [19], [22], [23], [24, 25, 70], [27], [86, 93, 87, 7, 29], [33, 175, 79, 101, 16, 35, 54, 102, 136, 203], [40, 34, 89, 65, 61, 38, 36, 83, 44], [39], [43], [45], [46], [21, 47, 81, 20], [188, 112, 113, 130, 48, 150, 193, 127, 69, 122, 135], [199, 13, 137, 149, 117, 37, 49, 120, 145, 200, 10, 167], [51], [84, 76, 50, 28, 53, 31, 73, 100, 121], [59], [32, 5, 60, 42], [62], [63], [64], [66], [85, 8, 68, 96, 30], [71], [74], [77], [78], [80], [82], [91], [75, 4, 88, 14, 26, 92, 55, 52], [57, 41, 95, 12], [97], [99], [103], [105], [107], [110], [192, 139, 116, 67, 111, 157, 56, 138], [115], [118], [119], [123], [124], [125], [126], [128], [132], [133], [134], [141], [142], [143], [129, 144], [146], [58, 164, 185, 104, 147, 159, 181, 166, 94, 90, 140, 198], [148], [152], [153], [154], [156], [158], [160], [161], [98, 197, 169, 176, 131, 162, 172, 108, 179, 109], [168], [170], [171], [173], [174], [177], [178], [106, 163, 72, 180, 114], [151, 182], [184], [186], [187], [189], [190], [191], [194], [195], [183, 201], [202]]"
instance2.vrp,TabuSearch_Completo,48430.344440199464,1809.05,88,88,True,True,"[[1], [3], [6], [196, 155, 9, 2], [11], [15], [170, 165, 17], [18], [22], [23], [24, 25, 70], [27], [86, 93, 87, 7, 29], [33, 175, 79, 101, 16, 35, 54, 102, 136, 203], [40, 34, 89, 65, 61, 38, 36, 83, 44], [39], [43], [45], [46], [21, 47, 81, 20], [188, 112, 113, 130, 48, 150, 193, 127, 69, 122, 135], [199, 13, 137, 149, 117, 37, 49, 120, 145, 200, 10, 167], [51], [84, 76, 50, 28, 53, 31, 73, 100, 121], [59], [32, 5, 60, 42], [62], [63], [64], [66], [85, 8, 68, 96, 30], [71], [74], [77], [78], [80], [82], [91], [75, 4, 88, 14, 26, 92, 55, 52], [57, 41, 95, 12], [97], [99], [103], [105], [107], [110], [192, 139, 116, 67, 111, 157, 56, 138], [115], [118], [119], [124], [125], [126], [132], [133], [128, 134], [141], [142], [143], [129, 144], [146], [58, 164, 185, 104, 147, 159, 181, 166, 94, 90, 140, 198], [148], [152], [153], [154], [156], [160], [161], [98, 197, 169, 176, 131, 162, 172, 108, 179, 109], [168], [171], [173], [174], [177], [178], [158, 123, 106, 163, 72, 180, 114], [151, 182], [184], [186], [187], [189], [190], [191], [194], [195], [183, 201, 19], [202]]"
